keywords;acces;trash;kw_acces;kw_acces_tl;kw_acces_lots;kw_trash;kw_trash_tl;kw_trash_lots
креплен;0;1;;креплен+);0;"кабельн - 4; лотк - 2; открыт - 1; смонтированн - 1; торг - 1";креплен+(кабельн/лотк/открыт/смонтированн/торг);1
gagarin;0;1;;gagarin+);0;"открыт - 1; предложен - 1; выбор - 1; поставщик - 1; комплектующ - 1";gagarin+(открыт/предложен/выбор/поставщик/комплектующ);1
визуализаци;0;1;;визуализаци+);0;"открыт - 1; предложен - 1; прав - 1; заключен - 1; договор - 1";визуализаци+(открыт/предложен/прав/заключен/договор);1
трос;0;1;"электроснабжени - 4; предложен - 3; открыт - 2; прав - 2; заключени - 2";трос+(электроснабжени/предложен/открыт/прав/заключени);4;"электроснабжен - 10; предложен - 7; работ - 7; открыт - 6; торг - 5";трос+(электроснабжен/предложен/работ/открыт/торг);13
№166014;0;1;;№166014+);0;"кабельн - 4; лотк - 2; открыт - 1; смонтированн - 1; област - 1";№166014+(кабельн/лотк/открыт/смонтированн/област);1
проектах;0;1;;проектах+);0;"162420-3 - 1; извещен - 1; открыт - 1; предложен - 1; выбор - 1";проектах+(162420-3/извещен/открыт/предложен/выбор);1
стикерован;0;1;;стикерован+);0;"165989-2 - 2; предложен - 1; услуг - 1; упаковк - 1; шубер - 1";стикерован+(165989-2/предложен/услуг/упаковк/шубер);1
сочи;0;1;;сочи+);0;"работ - 2; com28122200033 - 1; объект - 1; управляющ - 1; нужд - 1";сочи+(работ/com28122200033/объект/управляющ/нужд);1
олимпийск;0;1;;олимпийск+);0;"работ - 2; com28122200033 - 1; объект - 1; управляющ - 1; нужд - 1";олимпийск+(работ/com28122200033/объект/управляющ/нужд);1
дизайн-макет;0;1;;дизайн-макет+);0;"оказан - 1; услуг - 1; разработк - 1; мобильн - 1; приложен - 1";дизайн-макет+(оказан/услуг/разработк/мобильн/приложен);1
дальнейш;0;1;;дальнейш+);0;"мобильн - 2; выполнен - 1; монетн - 1; доработк - 1; связанн - 1";дальнейш+(мобильн/выполнен/монетн/доработк/связанн);2
связанн;0;1;;связанн+);0;"оказан - 1; услуг - 1; разработк - 1; дизайн-мак - 1; мобильн - 1";связанн+(оказан/услуг/разработк/дизайн-мак/мобильн);1
используем;0;1;;используем+);0;"техническ - 2; поддержк - 1; oracle - 1; состав - 1; программно-техническ - 1";используем+(техническ/поддержк/oracle/состав/программно-техническ);1
состав;0;1;"поставк - 2; составляющ - 2; предоставлен - 1; лиценз - 1; базы - 1";состав+(поставк/составляющ/предоставлен/лиценз/базы);3;"техническ - 2; поддержк - 1; oracle - 1; использу - 1; программно-техническ - 1";состав+(техническ/поддержк/oracle/использу/программно-техническ);1
упаковк;0;1;;упаковк+);0;"165989-2 - 2; предложен - 1; услуг - 1; стикерован - 1; шубер - 1";упаковк+(165989-2/предложен/услуг/стикерован/шубер);1
строительн;0;1;"проведен - 1; строительно-монтажн - 1; работ - 1; вологд - 1";строительн+(проведен/строительно-монтажн/работ/вологд);1;"работ - 22; строительно-монтажн - 16; выполнен - 15; адрес - 7; област - 5";строительн+(работ/строительно-монтажн/выполнен/адрес/област);19
36с1;0;1;;36с1+);0;"работ - 2; com28122200033 - 1; объект - 1; управляющ - 1; нужд - 1";36с1+(работ/com28122200033/объект/управляющ/нужд);1
ремонтн;0;1;;ремонтн+);0;"работ - 10; выполнен - 5; открыт - 4; ремонтно-восстановительн - 3; адрес - 3";ремонтн+(работ/выполнен/открыт/ремонтно-восстановительн/адрес);7
программно-техническ;0;1;;программно-техническ+);0;"техническ - 2; поддержк - 1; oracle - 1; использу - 1; состав - 1";программно-техническ+(техническ/поддержк/oracle/использу/состав);1
шубер;0;1;;шубер+);0;"165989-2 - 2; предложен - 1; услуг - 1; стикерован - 1; упаковк - 1";шубер+(165989-2/предложен/услуг/стикерован/упаковк);1
площадках;0;1;;площадках+);0;"техническ - 2; поддержк - 1; oracle - 1; использу - 1; состав - 1";площадках+(техническ/поддержк/oracle/использу/состав);1
инсталляци;0;1;"открыт - 1; предложен - 1; поставк - 1; инсталляционн - 1; материал - 1";инсталляци+(открыт/предложен/поставк/инсталляционн/материал);1;"услуг - 14; оператор - 5; работ - 5; оказан - 4; инсталляции/замен - 4";инсталляци+(услуг/оператор/работ/оказан/инсталляции/замен);5
разукомплектован;0;1;;разукомплектован+);0;"165989-2 - 2; предложен - 1; услуг - 1; стикерован - 1; упаковк - 1";разукомплектован+(165989-2/предложен/услуг/стикерован/упаковк);1
отделочн;0;1;;отделочн+);0;"работ - 2; com28122200033 - 1; расположенн - 1; управляющ - 1; нужд - 1";отделочн+(работ/com28122200033/расположенн/управляющ/нужд);1
зоологическ;0;1;;зоологическ+);0;"открыт - 1; предложен - 1; торг - 1; асбестовск - 1; екатеринбург - 1";зоологическ+(открыт/предложен/торг/асбестовск/екатеринбург);1
асбестовск;0;1;;асбестовск+);0;"открыт - 1; предложен - 1; торг - 1; зоологическ - 1; екатеринбург - 1";асбестовск+(открыт/предложен/торг/зоологическ/екатеринбург);1
№166058;0;1;;№166058+);0;"открыт - 1; предложен - 1; асбестовск - 1; зоологическ - 1; екатеринбург - 1";№166058+(открыт/предложен/асбестовск/зоологическ/екатеринбург);1
пакетн;0;1;;пакетн+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";пакетн+(предложен/реализац/bundle/hybrid/platform);1
№162420-3;0;1;;№162420-3+);0;"162420-3 - 1; извещен - 1; открыт - 1; предложен - 1; выбор - 1";№162420-3+(162420-3/извещен/открыт/предложен/выбор);1
звонк;0;1;;звонк+);0;"продлен - 1; процедур - 1; выбор - 1; поставщик - 1; оказан - 1";звонк+(продлен/процедур/выбор/поставщик/оказан);1
iptv;0;1;;iptv+);0;"162420-3 - 1; извещен - 1; открыт - 1; предложен - 1; выбор - 1";iptv+(162420-3/извещен/открыт/предложен/выбор);1
secret;0;1;;secret+);0;"приобретен - 1; сертификат - 1; техническ - 1; поддержк - 1; соответств - 1";secret+(приобретен/сертификат/техническ/поддержк/соответств);1
dvb-s;0;1;;dvb-s+);0;"162420-3 - 1; извещен - 1; открыт - 1; предложен - 1; выбор - 1";dvb-s+(162420-3/извещен/открыт/предложен/выбор);1
опци;0;1;;опци+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";опци+(предложен/реализац/bundle/hybrid/platform);1
2-soti;0;1;;2-soti+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";2-soti+(предложен/реализац/bundle/hybrid/platform);1
№166770-2;0;1;;№166770-2+);0;"открыт - 1; объект - 1; 46/50 - 1; бородинск - 1; владивосток - 1";№166770-2+(открыт/объект/46/50/бородинск/владивосток);1
№168106;0;1;;№168106+);0;"открыт - 1; сист - 1; област - 1; ленинградск - 1; санкт-петербург - 1";№168106+(открыт/сист/област/ленинградск/санкт-петербург);1
пвсц;0;1;;пвсц+);0;"открыт - 1; предложен - 1; прав - 1; заключен - 1; договор - 1";пвсц+(открыт/предложен/прав/заключен/договор);1
компонентами:расширенн;0;1;;компонентами:расширенн+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";компонентами:расширенн+(предложен/реализац/bundle/hybrid/platform);1
24/7,рус;0;1;;24/7,рус+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";24/7,рус+(предложен/реализац/bundle/hybrid/platform);1
яз.)выделенн;0;1;;яз.)выделенн+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";яз.)выделенн+(предложен/реализац/bundle/hybrid/platform);1
аккаунт;0;1;;аккаунт+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";аккаунт+(предложен/реализац/bundle/hybrid/platform);1
менеджер;0;1;;менеджер+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";менеджер+(предложен/реализац/bundle/hybrid/platform);1
яз.)доп;0;1;;яз.)доп+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";яз.)доп+(предложен/реализац/bundle/hybrid/platform);1
165348,1;0;1;;165348,1+);0;"продлен - 1; открыт - 1; предложен - 1; прав - 1; заключен - 1";165348,1+(продлен/открыт/предложен/прав/заключен);1
dvb-c;0;1;;dvb-c+);0;"162420-3 - 1; извещен - 1; открыт - 1; предложен - 1; выбор - 1";dvb-c+(162420-3/извещен/открыт/предложен/выбор);1
колл-центр;0;1;;колл-центр+);0;"продлен - 1; процедур - 1; выбор - 1; поставщик - 1; оказан - 1";колл-центр+(продлен/процедур/выбор/поставщик/оказан);1
b2212220912408;0;1;;b2212220912408+);0;"ремонт - 1; газ - 1; котельн - 1; объектах - 1; мтс_краснодар - 1";b2212220912408+(ремонт/газ/котельн/объектах/мтс_краснодар);1
сборочно-монтажн;0;1;;сборочно-монтажн+);0;"открыт - 1; предложен - 1; поставк - 1; технологическ - 1; оборудован - 1";сборочно-монтажн+(открыт/предложен/поставк/технологическ/оборудован);1
такелажн;0;1;;такелажн+);0;"открыт - 1; предложен - 1; поставк - 1; технологическ - 1; оборудован - 1";такелажн+(открыт/предложен/поставк/технологическ/оборудован);1
люде;0;1;"видеонаблюдени - 6; поставк - 4; монтаж - 2; систем - 2; камер - 2";люде+(видеонаблюдени/поставк/монтаж/систем/камер);6;"сист - 21; работ - 13; видеонаблюден - 12; сист - 12; оборудован - 11";люде+(сист/работ/видеонаблюден/сист/оборудован);15
лукин;0;1;;лукин+);0;"поставк - 2; предложен - 1; диспетчерск - 1; клиентск - 1; сервис - 1";лукин+(поставк/предложен/диспетчерск/клиентск/сервис);1
конструктор;0;1;;конструктор+);0;"разработк - 4; документац - 4; конструкторск - 4; сервер - 3; поколен - 3";конструктор+(разработк/документац/конструкторск/сервер/поколен);4
greenbushdc;0;1;;greenbushdc+);0;"поставк - 2; предложен - 1; диспетчерск - 1; клиентск - 1; сервис - 1";greenbushdc+(поставк/предложен/диспетчерск/клиентск/сервис);1
приставок;0;1;;приставок+);0;"курьерск - 1; услуг - 1; доставк - 1; интерактивн - 1";приставок+(курьерск/услуг/доставк/интерактивн);1
тех.заказчик;0;1;;тех.заказчик+);0;"строительств - 3; услуг - 2; предложен - 1; техническ - 1; заказчик - 1";тех.заказчик+(строительств/услуг/предложен/техническ/заказчик);1
интернациональн;0;1;;интернациональн+);0;"открыт - 1; люде - 1; площад - 1; дома - 1; этаж - 1";интернациональн+(открыт/люде/площад/дома/этаж);1
действ;0;1;"открыт - 1; предложен - 1; организац - 1; тимбилдинг - 1; блок - 1";действ+(открыт/предложен/организац/тимбилдинг/блок);1;"работ - 6; действующ - 5; услуг - 5; выполнен - 5; открыт - 4";действ+(работ/действующ/услуг/выполнен/открыт);9
администрировани;0;1;;администрировани+);0;"хостинг - 2; оказан - 1; услуг - 1; сайт - 1; нспк - 1";администрировани+(хостинг/оказан/услуг/сайт/нспк);1
криптопр;0;1;;криптопр+);0;"открыт - 1; предложен - 1; приобретен - 1; продлен - 1; лиценз - 1";криптопр+(открыт/предложен/приобретен/продлен/лиценз);1
нежил;0;1;;нежил+);0;"открыт - 1; люде - 1; площад - 1; дома - 1; этаж - 1";нежил+(открыт/люде/площад/дома/этаж);1
автоматизаци;0;1;;автоматизаци+);0;"документарн - 1; обследован - 1; объект - 1; транспортн - 1; комплекс - 1";автоматизаци+(документарн/обследован/объект/транспортн/комплекс);1
дома;0;1;;дома+);0;"открыт - 1; люде - 1; площад - 1; этаж - 1; 1-ом - 1";дома+(открыт/люде/площад/этаж/1-ом);1
документарн;0;1;;документарн+);0;"обследован - 1; объект - 1; автоматизац - 1; транспортн - 1; комплекс - 1";документарн+(обследован/объект/автоматизац/транспортн/комплекс);1
площадь;0;1;;площадь+);0;"открыт - 1; люде - 1; дома - 1; этаж - 1; 1-ом - 1";площадь+(открыт/люде/дома/этаж/1-ом);1
кв.м;0;1;;кв.м+);0;"открыт - 1; люде - 1; дома - 1; этаж - 1; 1-ом - 1";кв.м+(открыт/люде/дома/этаж/1-ом);1
шеф-монтажн;0;1;;шеф-монтажн+);0;"открыт - 1; предложен - 1; поставк - 1; технологическ - 1; оборудован - 1";шеф-монтажн+(открыт/предложен/поставк/технологическ/оборудован);1
mobicontrol;0;1;;mobicontrol+);0;"предложен - 2; реализац - 1; bundle - 1; hybrid - 1; platform - 1";mobicontrol+(предложен/реализац/bundle/hybrid/platform);1
169017_уведомлен;0;1;;169017_уведомлен+);0;"результатах - 1; открыт - 1; свердловск - 1; объектах - 1; реагирован - 1";169017_уведомлен+(результатах/открыт/свердловск/объектах/реагирован);1
интернет-сайт;0;1;;интернет-сайт+);0;"сопровожден - 1; групп - 1; ситроникс - 1";интернет-сайт+(сопровожден/групп/ситроникс);1
обучени;0;1;;обучени+);0;"обучен - 3; приобретен - 2; решен - 2; позволяющег - 2; провод - 2";обучени+(обучен/приобретен/решен/позволяющег/провод);4
ополчени;0;1;;ополчени+);0;"выполнен - 1; комплекс - 1; работ - 1; технологическ - 1; присоединен - 1";ополчени+(выполнен/комплекс/работ/технологическ/присоединен);1
оптимизаци;0;1;;оптимизаци+);0;"открыт - 1; приобретен - 1; услуг - 1; процесс - 1; взаимодейств - 1";оптимизаци+(открыт/приобретен/услуг/процесс/взаимодейств);1
водомер;0;1;;водомер+);0;"техническ - 1; обслуживан - 1; узла - 1; учет - 1; тепл - 1";водомер+(техническ/обслуживан/узла/учет/тепл);1
взаимодействи;0;1;"открыт - 1; предложен - 1; организац - 1; тимбилдинг - 1; блок - 1";взаимодействи+(открыт/предложен/организац/тимбилдинг/блок);1;"оператор - 3; мтс-банк - 2; обмен - 2; сист - 2; услуг - 2";взаимодействи+(оператор/мтс-банк/обмен/сист/услуг);2
субд;0;1;;субд+);0;"открыт - 1; приобретен - 1; услуг - 1; оптимизац - 1; процесс - 1";субд+(открыт/приобретен/услуг/оптимизац/процесс);1
присоединен;0;1;;присоединен+);0;"выполнен - 1; комплекс - 1; работ - 1; технологическ - 1; дополнительн - 1";присоединен+(выполнен/комплекс/работ/технологическ/дополнительн);1
обучающ;0;1;;обучающ+);0;"изучен - 1; поиск - 1; компан - 1; оказан - 1; услуг - 1";обучающ+(изучен/поиск/компан/оказан/услуг);1
networks;0;1;;networks+);0;"оказан - 1; услуг - 1; техническ - 1; поддержк - 1; оборудован - 1";networks+(оказан/услуг/техническ/поддержк/оборудован);1
уточнени;0;1;;уточнени+);0;"извещен - 1; техническ - 1; задан - 1; открыт - 1; предложен - 1";уточнени+(извещен/техническ/задан/открыт/предложен);1
№167206;0;1;;№167206+);0;"извещен - 1; уточнен - 1; техническ - 1; задан - 1; открыт - 1";№167206+(извещен/уточнен/техническ/задан/открыт);1
заработн;0;1;;заработн+);0;"приобретен - 1; обзор - 1; плат - 1; компенсац - 1";заработн+(приобретен/обзор/плат/компенсац);1
компенсац;0;1;;компенсац+);0;"приобретен - 1; обзор - 1; заработн - 1; плат - 1";компенсац+(приобретен/обзор/заработн/плат);1
№166535-3;0;1;;№166535-3+);0;"166535-3 - 1; открыт - 1; предложен - 1; обслуживан - 1; мобильн - 1";№166535-3+(166535-3/открыт/предложен/обслуживан/мобильн);1
164848,2;0;1;;164848,2+);0;"открыт - 1; волс - 1; сибир - 1; регион - 1; территор - 1";164848,2+(открыт/волс/сибир/регион/территор);1
приуроченн;0;1;;приуроченн+);0;"открыт - 2; предложен - 2; выбор - 1; агентств - 1; оказан - 1";приуроченн+(открыт/предложен/выбор/агентств/оказан);1
тз.(торг;0;1;;тз.(торг+);0;"166535-3 - 1; открыт - 1; предложен - 1; обслуживан - 1; мобильн - 1";тз.(торг+(166535-3/открыт/предложен/обслуживан/мобильн);1
каталог;0;1;;каталог+);0;"изучен - 1; поиск - 1; компан - 1; оказан - 1; услуг - 1";каталог+(изучен/поиск/компан/оказан/услуг);1
курс;0;1;"поставк - 1; беспроводн - 1; точек - 1; доступ - 1; курск - 1";курс+(поставк/беспроводн/точек/доступ/курск);1;"поставк - 3; курск - 3; оборудован - 2; автоматизированн - 2; сист - 2";курс+(поставк/курск/оборудован/автоматизированн/сист);3
167722-2;0;1;;167722-2+);0;"открыт - 2; предложен - 2; выбор - 1; агентств - 1; оказан - 1";167722-2+(открыт/предложен/выбор/агентств/оказан);1
тракт;0;1;;тракт+);0;"дорожн - 2; поставк - 1; ст-1500 - 1; оборудован - 1; поливимоечн - 1";тракт+(дорожн/поставк/ст-1500/оборудован/поливимоечн);1
тех.поддержк;0;1;;тех.поддержк+);0;"региональн - 1; станц - 1";тех.поддержк+(региональн/станц);1
2023-2025г.г;0;1;;2023-2025г.г+);0;"сист - 4; wifi - 2; строительств - 2; телевиден - 2; открыт - 1";2023-2025г.г+(сист/wifi/строительств/телевиден/открыт);1
№167920-2;0;1;;№167920-2+);0;"167920-2 - 1; открыт - 1; интерференц - 1; устранен - 1; рамках - 1";№167920-2+(167920-2/открыт/интерференц/устранен/рамках);1
1000109.t;0;1;;1000109.t+);0;"торг - 1; 166449-2 - 1; нормализац - 1; показат - 1; антенно-фидерн - 1";1000109.t+(торг/166449-2/нормализац/показат/антенно-фидерн);1
активност;0;1;;активност+);0;"открыт - 2; услуг - 2; рекламн - 2; предложен - 2; продукт - 1";активност+(открыт/услуг/рекламн/предложен/продукт);2
166449-2;0;1;;166449-2+);0;"1000109.t - 1; торг - 1; нормализац - 1; показат - 1; антенно-фидерн - 1";166449-2+(1000109.t/торг/нормализац/показат/антенно-фидерн);1
нормализаци;0;1;;нормализаци+);0;"1000109.t - 1; торг - 1; 166449-2 - 1; показат - 1; антенно-фидерн - 1";нормализаци+(1000109.t/торг/166449-2/показат/антенно-фидерн);1
показател;0;1;;показател+);0;"1000109.t - 1; торг - 1; 166449-2 - 1; нормализац - 1; антенно-фидерн - 1";показател+(1000109.t/торг/166449-2/нормализац/антенно-фидерн);1
антенно-фидерн;0;1;;антенно-фидерн+);0;"1000109.t - 1; торг - 1; 166449-2 - 1; нормализац - 1; показат - 1";антенно-фидерн+(1000109.t/торг/166449-2/нормализац/показат);1
влияни;0;1;;влияни+);0;"рекламн - 2; открыт - 1; предложен - 1; бизнес - 1; активност - 1";влияни+(рекламн/открыт/предложен/бизнес/активност);1
январ;0;1;;январ+);0;"изучен - 1; поиск - 1; компан - 1; оказан - 1; услуг - 1";январ+(изучен/поиск/компан/оказан/услуг);1
кабинет;0;1;;кабинет+);0;"предложен - 2; работ - 2; рекламн - 2; бизнес - 1; активност - 1";кабинет+(предложен/работ/рекламн/бизнес/активност);2
томск;0;1;;томск+);0;"замен - 1; ворот - 1; адрес - 1; г.томск - 1; герцен - 1";томск+(замен/ворот/адрес/г.томск/герцен);1
аугпт_самар;0;1;;аугпт_самар+);0;"оборудован - 3; предложен - 2; аэродромн - 2; соуэ - 2; самар - 2";аугпт_самар+(оборудован/предложен/аэродромн/соуэ/самар);1
теплов;0;1;;теплов+);0;"техническ - 1; обслуживан - 1; узла - 1; учет - 1; энерг - 1";теплов+(техническ/обслуживан/узла/учет/энерг);1
№168579;0;1;;№168579+);0;"оборудован - 2; предложен - 1; крае - 1; краснодарск - 1; фили - 1";№168579+(оборудован/предложен/крае/краснодарск/фили);1
пскв;0;1;;пскв+);0;"модернизац - 1; сист - 1; прецизионн - 1; кондиционирован - 1; междуреченск - 1";пскв+(модернизац/сист/прецизионн/кондиционирован/междуреченск);1
пансионат;0;1;;пансионат+);0;"техническ - 1; обслуживан - 1; узла - 1; учет - 1; тепл - 1";пансионат+(техническ/обслуживан/узла/учет/тепл);1
165316-2;0;1;;165316-2+);0;"линиях - 1; связ - 1; оборудован - 1; волс - 1; бшпд - 1";165316-2+(линиях/связ/оборудован/волс/бшпд);1
запуск;0;1;;запуск+);0;"открыт - 1; предложен - 1; поставк - 1; прокси-сервис - 1; выполнен - 1";запуск+(открыт/предложен/поставк/прокси-сервис/выполнен);1
непрерывност;0;1;;непрерывност+);0;"оказан - 1; периодическ - 1; консультационн - 1; услуг - 1; поддержан - 1";непрерывност+(оказан/периодическ/консультационн/услуг/поддержан);1
имиджев;0;1;;имиджев+);0;"создан - 1; виде - 1";имиджев+(создан/виде);1
виде;0;1;"поставк - 19; видеонаблюдени - 6; оборудовани - 6; видеокамер - 6; систем - 4";виде+(поставк/видеонаблюдени/оборудовани/видеокамер/систем);22;"сист - 21; видеонаблюден - 12; сист - 11; выполнен - 10; работ - 9";виде+(сист/видеонаблюден/сист/выполнен/работ);16
киберспортивн;0;1;;киберспортивн+);0;"открыт - 1; предложен - 1; выбор - 1; агентств - 1; оказан - 1";киберспортивн+(открыт/предложен/выбор/агентств/оказан);1
турнир;0;1;;турнир+);0;"открыт - 1; предложен - 1; выбор - 1; агентств - 1; оказан - 1";турнир+(открыт/предложен/выбор/агентств/оказан);1
техцентр;0;1;;техцентр+);0;"открыт - 1; предложен - 1; выполнен - 1; комплекс - 1; работ - 1";техцентр+(открыт/предложен/выполнен/комплекс/работ);1
безопасность;0;1;;безопасность+);0;"приобретен - 1; неисключительн - 1; лиценз - 1; security - 1; vision - 1";безопасность+(приобретен/неисключительн/лиценз/security/vision);1
рязанск;0;1;;рязанск+);0;"167748-открыт - 1; предложен - 1; прав - 1; заключен - 1; договор - 1";рязанск+(167748-открыт/предложен/прав/заключен/договор);1
контейнер;0;1;;контейнер+);0;"пожаротушен - 3; предложен - 2; реконструкц - 2; сист - 2; автоматическ - 2";контейнер+(пожаротушен/предложен/реконструкц/сист/автоматическ);2
vision;0;1;;vision+);0;"приобретен - 1; неисключительн - 1; лиценз - 1; security - 1; центр - 1";vision+(приобретен/неисключительн/лиценз/security/центр);1
адэс;0;1;;адэс+);0;"автоматическ - 2; аспт - 2; краснодар - 2; реконструкц - 2; сист - 2";адэс+(автоматическ/аспт/краснодар/реконструкц/сист);1
caterpillar3412;0;1;;caterpillar3412+);0;"автоматическ - 2; аспт - 2; краснодар - 2; реконструкц - 2; сист - 2";caterpillar3412+(автоматическ/аспт/краснодар/реконструкц/сист);1
морск;0;1;"поставк - 2; североморск - 2; астр - 1; линукс - 1; интерактивн - 1";морск+(поставк/североморск/астр/линукс/интерактивн);2;"выполнен - 5; предложен - 5; сист - 5; модернизац - 4; приморск - 4";морск+(выполнен/предложен/сист/модернизац/приморск);7
54/1;0;1;;54/1+);0;"автоматическ - 2; аспт - 2; краснодар - 2; реконструкц - 2; сист - 2";54/1+(автоматическ/аспт/краснодар/реконструкц/сист);1
криптошлюз;0;1;;криптошлюз+);0;"открыт - 1; закупк - 1; организац - 1; защищенн - 1; связ - 1";криптошлюз+(открыт/закупк/организац/защищенн/связ);1
консультационн;0;1;;консультационн+);0;"тестирован - 2; услуг - 2; разработк - 2; открыт - 1; бизнес - 1";консультационн+(тестирован/услуг/разработк/открыт/бизнес);2
167748-открыт;0;1;;167748-открыт+);0;"предложен - 1; прав - 1; заключен - 1; договор - 1; выполнен - 1";167748-открыт+(предложен/прав/заключен/договор/выполнен);1
167740,1;0;1;;167740,1+);0;"поставк - 1; услуг - 1; монтаж - 1; сист - 1; североморск - 1";167740,1+(поставк/услуг/монтаж/сист/североморск);1
обл.,2023-2024;0;1;;обл.,2023-2024+);0;"166535-3 - 1; открыт - 1; предложен - 1; обслуживан - 1; мобильн - 1";обл.,2023-2024+(166535-3/открыт/предложен/обслуживан/мобильн);1
станций(мбс),сахалинск;0;1;;станций(мбс),сахалинск+);0;"166535-3 - 1; открыт - 1; предложен - 1; обслуживан - 1; мобильн - 1";станций(мбс),сахалинск+(166535-3/открыт/предложен/обслуживан/мобильн);1
орбит;0;1;;орбит+);0;"техническ - 1; обслуживан - 1; узла - 1; учет - 1; тепл - 1";орбит+(техническ/обслуживан/узла/учет/тепл);1
пирингов;0;1;;пирингов+);0;"поставк - 1; сист - 1; унифицированн - 1; коммуникац - 1; смоленск - 1";пирингов+(поставк/сист/унифицированн/коммуникац/смоленск);1
унифицированн;0;1;;унифицированн+);0;"поставк - 1; пиринг - 1; сист - 1; коммуникац - 1; смоленск - 1";унифицированн+(поставк/пиринг/сист/коммуникац/смоленск);1
166535-3;0;1;;166535-3+);0;"открыт - 1; предложен - 1; обслуживан - 1; мобильн - 1; баз - 1";166535-3+(открыт/предложен/обслуживан/мобильн/баз);1
коммуникац;0;1;"телекоммуникационн - 5; шкаф - 4; поставк - 3; 164676-2 - 2; комбинированн - 2";коммуникац+(телекоммуникационн/шкаф/поставк/164676-2/комбинированн);4;"сист - 3; телекоммуникационн - 3; волоконно-оптическ - 2; поиск - 2; устранен - 2";коммуникац+(сист/телекоммуникационн/волоконно-оптическ/поиск/устранен);4
№168558;0;1;;№168558+);0;"открыт - 1; предложен - 1; оказан - 1; услуг - 1; техническ - 1";№168558+(открыт/предложен/оказан/услуг/техническ);1
выполняютс;0;1;;выполняютс+);0;"работ - 2; предложен - 1; двер - 1; сург - 1; согласн - 1";выполняютс+(работ/предложен/двер/сург/согласн);1
komatsu;0;1;;komatsu+);0;"открыт - 1; предложен - 1; прав - 1; заключен - 1; договор - 1";komatsu+(открыт/предложен/прав/заключен/договор);1
гг.(торг;0;1;;гг.(торг+);0;"открыт - 1; предложен - 1; оказан - 1; услуг - 1; техническ - 1";гг.(торг+(открыт/предложен/оказан/услуг/техническ);1
кабинетн;0;1;;кабинетн+);0;"работ - 2; предложен - 1; двер - 1; сург - 1; согласн - 1";кабинетн+(работ/предложен/двер/сург/согласн);1
низкотемпературн;0;1;;низкотемпературн+);0;"открыт - 1; предложен - 1; выполнен - 1; комплекс - 1; работ - 1";низкотемпературн+(открыт/предложен/выполнен/комплекс/работ);1
саха(якути;0;1;;саха(якути+);0;"открыт - 1; предложен - 1; оказан - 1; услуг - 1; техническ - 1";саха(якути+(открыт/предложен/оказан/услуг/техническ);1
двер;0;1;;двер+);0;"работ - 2; предложен - 1; кабинетн - 1; сург - 1; согласн - 1";двер+(работ/предложен/кабинетн/сург/согласн);1
2-ом;0;1;;2-ом+);0;"работ - 2; предложен - 1; кабинетн - 1; сург - 1; согласн - 1";2-ом+(работ/предложен/кабинетн/сург/согласн);1
этажах;0;1;;этажах+);0;"работ - 2; предложен - 1; кабинетн - 1; сург - 1; согласн - 1";этажах+(работ/предложен/кабинетн/сург/согласн);1
открывани;0;1;;открывани+);0;"работ - 2; предложен - 1; кабинетн - 1; сург - 1; согласн - 1";открывани+(работ/предложен/кабинетн/сург/согласн);1
вилочн;0;1;;вилочн+);0;"открыт - 1; предложен - 1; прав - 1; заключен - 1; договор - 1";вилочн+(открыт/предложен/прав/заключен/договор);1
интерференци;0;1;;интерференци+);0;"167920-2 - 1; открыт - 1; торг - 1; устранен - 1; рамках - 1";интерференци+(167920-2/открыт/торг/устранен/рамках);1
устранени;0;1;;устранени+);0;"устранен - 6; услуг - 5; открыт - 4; работ - 4; выполнен - 4";устранени+(устранен/услуг/открыт/работ/выполнен);7
станциях;0;1;;станциях+);0;"167920-2 - 1; открыт - 1; торг - 1; интерференц - 1; устранен - 1";станциях+(167920-2/открыт/торг/интерференц/устранен);1
арендуем;0;1;;арендуем+);0;"открыт - 1; предложен - 1; выполнен - 1; работ - 1; обеспечен - 1";арендуем+(открыт/предложен/выполнен/работ/обеспечен);1
устойчив;0;1;;устойчив+);0;"оказан - 1; услуг - 1; продвижен - 1; дизайн - 1; интерактивн - 1";устойчив+(оказан/услуг/продвижен/дизайн/интерактивн);1
коаксиальн;0;1;;коаксиальн+);0;"167829,1 - 1; проведен - 1; открыт - 1; предложен - 1; выбор - 1";коаксиальн+(167829,1/проведен/открыт/предложен/выбор);1
верси;0;1;;верси+);0;"оказан - 1; услуг - 1; продвижен - 1; дизайн - 1; интерактивн - 1";верси+(оказан/услуг/продвижен/дизайн/интерактивн);1
